period,oha,ohv,ogs,ocp,ocf
1,4234.08752170091,643716.0,17261496.831421703,52646794.58748706,0.0
2,4022.3831456158637,611530.2000000004,20535253.47825455,53795535.02597213,0.0
3,4022.383145615863,611530.2000000003,24123159.847454034,55472639.00500492,0.0
4,4022.383145615864,611530.2000000004,27919493.81679107,57490471.68789242,0.0
5,4022.3831456158646,611530.2000000005,31679753.78910108,59504595.2799114,0.0
6,4022.383145615863,611530.2000000002,35255256.10593449,61594595.57803269,0.0
7,4022.3831456158637,611530.2000000001,38561190.97766314,63747632.4619785,0.0
8,4022.3831456158637,611530.2000000004,41541800.53186332,65914111.73167682,0.0
9,4445.791897785956,611530.2000000002,44183904.06699367,68082091.60216783,0.0
10,4445.791897785956,611530.2,46600628.35358837,70013796.02779701,0.0
