period,oha,ohv,ogs
1,493.60972958646374,107286.0,17892590.94906876
2,503.3015267119747,101921.69999999998,21786208.72855076
3,479.1995492392599,101921.7,26018664.99836991
4,468.9292431071405,101921.69999999998,30449529.198088847
5,468.92924310714045,101921.7,34830270.858428545
6,468.9292431071405,108300.48195946788,38995177.2794597
7,468.9292431071405,101921.69999999998,42866104.944934
8,468.9292431071405,101921.7,46389630.69969923
9,468.9292431071404,101921.70000000001,49529750.69994143
10,468.92924310714056,101921.69999999998,52358838.40406471
