period,oha,ohv,ogs,ocp,ocf
1,6347.977495948461,751001.9999999999,17135278.00789229,49756046.15831941,-327951.0168209132
2,6665.376370745884,788552.1000000002,20179193.486181937,49777709.062849514,-647971.3597113371
3,6665.376370745884,713451.9000000001,23616140.91451933,50145044.56992831,-819890.578944584
4,6665.376370745884,713451.9000000003,27265388.409825735,50770505.70010362,-930417.8723531569
5,6665.376370745881,713451.8999999999,30891236.49744429,51175010.431508556,-976725.8360828201
6,6030.578621151037,713451.9000000001,34340815.60193717,51324148.68470607,-1049682.8429180004
7,6030.578621151037,713451.8999999999,37560132.63374401,51623225.12677718,-1124826.7317014534
8,6030.578621151037,713451.8999999999,40500450.38913685,52092114.425073266,-1172926.6818296253
9,6030.578621151034,713451.9,43098931.77176329,52590421.87462123,-1201023.4903222027
10,6030.578621151036,713451.9000000001,45539842.05466259,53178600.07504162,-1183134.7320645705
