period,oha,ohv,ogs,ocp,ocf
1,7421.618629943695,1072860.0,16756621.53730406,52499030.49672542,0.0
2,7792.69956144088,1019217.0000000005,19513017.138534304,53379407.825868815,0.0
3,7792.69956144088,1019216.9999999999,22565189.591565467,54713158.77048612,0.0
4,7050.537698446508,1019217.0,25819283.612583697,56434441.92022648,0.0
5,7050.537698446512,1019217.0000000001,29017575.611779638,58106742.25495519,0.0
6,7050.537698446512,1019216.9999999998,32032527.932369124,59909176.302402094,0.0
7,7050.537698446509,1019216.9999999998,34790213.65798643,61840419.90209762,0.0
8,7050.537698446509,1019217.0000000003,37216365.85567407,63874450.16620886,0.0
9,7792.699561440881,1019216.9999999998,39389860.54097952,65883516.34233858,0.0
10,7792.699561440879,1019217.0000000002,41401039.71688024,67620662.19691159,0.0
