period,oha,ohv,ogs,ocp,ocf
1,3217.770636454934,536429.9999999999,17387715.654951114,49900044.9764214,3135365.8390081883
2,3056.882104632188,509608.5000000002,20786525.74312869,50145797.4609861,3028382.882046942
3,3056.8821046321873,509608.50000000023,24502418.313780725,50712747.08672868,3027017.4344608933
4,3056.8821046321864,509608.5000000002,28404401.63053351,51531301.284973115,3084892.482386118
5,3056.8821046321877,563251.5000000002,32187076.464610517,52146930.089897685,3142720.1930877357
6,3075.909603320958,563251.5000000003,35762642.98812914,52462746.461386934,3180902.487060688
7,3378.6591682776807,563251.5000000001,39051764.86554297,52862465.13583661,3220175.3322901567
8,3378.6591682776807,563251.5000000001,42010911.58833368,53302116.52972738,3264789.005909772
9,3378.6591682776802,563251.5000000001,44610283.82856932,53771381.03071994,3309708.826030277
10,3378.6591682776807,563251.4999999999,46938950.98380733,54242158.80034739,3352783.2175901737
