period,oha,ohv,ogs,ocp,ocf
1,3177.0888622281045,529673.9254796157,17395663.977916274,49902960.62407227,3136221.5304004317
2,3018.2344191167,503190.2292056351,20801856.938943874,50148684.70342841,3028943.1129926653
3,3018.2344191167,503190.2292056351,24525036.06907551,50715492.98285095,3027475.9122787714
4,3018.2344191166994,503190.229205635,28433938.279667266,51534511.272236414,3085365.3314575264
5,3018.2344191167,556157.6217535967,32224238.698463988,52151385.02899468,3143375.534903612
6,3018.2344191166994,556157.6217535967,35807567.39979331,52468188.57690337,3181772.4676473723
7,3335.94330533951,556157.6217535966,39104595.9132898,52869732.79445695,3221175.479890537
8,3335.9433053395105,556157.6217535966,42071932.73982306,53310386.76816822,3266001.325439368
9,3335.9433053395087,556157.6217535966,44679528.02074749,53780541.94757067,3310992.603910668
10,3335.9433053395096,556157.6217535965,47016548.332044095,54252850.92377714,3354134.895279785
