period,oha,ohv,ogs,ocp,ocf
1,5221.54652745984,858288.0,17009059.184362885,49853834.14539547,3108149.942116253
2,4960.469201086847,815373.6,20027993.884716876,50055128.665136695,3004645.9382144767
3,4960.469201086847,815373.6,23346083.21007929,50572058.08578089,3002022.614046693
4,4960.4692010868475,815373.6000000001,26849923.79444362,51334356.52507597,3054802.8830836792
5,4960.469201086847,815373.5999999999,30298391.456214327,51880695.44825376,3106946.5619873595
6,5482.6238538328325,889257.489596564,33456653.98339552,52144653.82592735,3134687.453893271
7,5482.623853832832,901202.3999999999,36321272.33562888,52500605.209236585,3168772.1629387126
8,5482.6238538328325,832858.387375498,38945669.92027713,52914732.19597096,3208817.079038869
9,5482.623853832833,815373.6,41241834.85513755,53352231.560019776,3249670.388925268
10,5482.6238538328325,901202.4000000003,43179457.73890743,53767328.38066591,3287586.8001870005
