period,oha,ohv,ogs,ocp,ocf
1,5185.435580169023,643716.0,17261496.831421703,49785421.03283638,-330830.28347531863
2,5444.707359177472,611530.2000000003,20523007.59663665,49839679.37709749,-658985.0192346239
3,5444.707359177473,611530.2000000001,24098358.786769774,50261697.56416819,-838551.3418797834
4,5444.7073591774715,611530.2000000002,27887764.35235482,50956763.472135,-951559.1379224968
5,5444.707359177472,611530.2000000003,31653151.099379703,51424236.51582916,-997714.8745358319
6,4926.16380116057,611530.2000000003,35239458.60480249,51626358.32226082,-1070699.294861917
7,4926.163801160571,611530.2000000003,38583039.202706,51965262.32966532,-1144098.6323627725
8,4926.163801160572,611530.2000000003,41618524.35128899,52454872.193183824,-1190863.6041344008
9,4926.163801160571,611530.2000000004,44299463.61334822,52966327.85870571,-1216365.9392079192
10,4926.163801160571,611530.2000000005,46796546.34949961,53527897.1090851,-1198308.9217325316
