period,oha,ohv,ogs,ocp,ocf
1,3721.7454092115045,429144.0000000002,17513934.478480525,49804710.08396214,-335098.33127907006
2,3907.8326796720776,407686.80000000016,21021557.47858151,49925969.093014635,-675695.4347701337
3,3907.8326796720785,407686.8000000003,24854918.11806256,50389351.861996315,-861982.3757861715
4,3907.8326796720794,407686.8000000003,28901109.753737234,51141179.21194647,-983864.6957934756
5,3907.8326796720803,407686.8000000002,32918823.128077086,51703036.67785413,-1035043.3733871599
6,3535.658138750928,407686.8000000003,36755977.58966586,51998847.68215699,-1107016.6652813063
7,3535.658138750928,407686.8000000001,40347117.837296255,52370384.17749417,-1174042.4284612003
8,3535.658138750927,407686.8000000001,43617077.74467355,52847346.7840671,-1221080.4462333757
9,3535.658138750928,407686.8000000003,46522269.2676184,53386625.937421635,-1243516.581335955
10,3535.658138750929,407686.8000000001,49160581.60672156,53948536.441312656,-1232398.8091285962
