period,oha,ohv,ogs,ocp,ocf
1,2492.6782473357175,429144.0,17513934.47848053,49918340.26326682,3145043.61994985
2,2368.0443349689313,407686.8000000003,21036895.77797696,50172028.66469002,3036135.7661697674
3,2368.0443349689313,407686.8000000002,24879906.588352315,50756572.67860461,3036124.319189536
4,2368.044334968932,407686.8000000001,28911973.29769458,51594127.70785609,3095507.8484010105
5,2368.044334968931,407686.80000000016,32887942.590601053,52228638.806915045,3157176.2050546594
6,2368.0443349689313,407686.80000000016,36660295.92854447,52583345.08731203,3196872.3723645634
7,2617.312159702503,407686.80000000016,40143535.6702468,53005732.41266719,3239675.413420256
8,2617.3121597025024,407686.8000000001,43291724.83167013,53463809.18068506,3287042.7236424135
9,2617.3121597025024,407686.80000000005,46074700.505959414,53945090.258007444,3332618.4008138278
10,2617.3121597025033,407686.80000000005,48577930.32209353,54434231.95280406,3375865.529138679
