period,oha,ohv,ogs,ocp,ocf
1,7834.936192440699,965573.9999999998,16882840.36083347,49732418.87593408,-323392.28940078703
2,8226.683002062735,917295.3000000003,19763483.630011518,49705787.18563068,-631416.4641615073
3,8226.683002062731,917295.2999999998,22943414.66603414,50008304.447857596,-794927.985929442
4,8226.683002062728,917295.2999999999,26330731.12757294,50566732.99204119,-898838.250582535
5,8226.683002062735,917295.2999999997,29683787.408620786,50910272.69921206,-937855.5154578098
6,7443.18938281867,917295.2999999981,32870562.603093155,50969945.23121665,-1010550.6383423049
7,7443.189382818671,917295.2999999996,35832269.22348181,51225899.66452743,-1089705.5224688253
8,7443.189382818668,917295.2999999996,38530571.20212737,51664733.29099774,-1138094.3867044554
9,7443.189382818661,917295.3000000003,40911005.22117258,52237129.43834451,-1167158.9511787044
10,7443.189382818663,917295.2999999998,43155399.653820485,52826947.55140966,-1146173.6787331642
