period,oha,ohv,ogs,ocp,ocf
1,5207.54707695872,858288.0,17009059.18436288,49857568.71320253,3108525.8259064266
2,4947.169723110782,815373.5999999996,20027369.47228276,50058318.297544554,3004861.0071457676
3,4947.169723110784,815373.6,23345011.464411177,50574838.61551355,3002011.775551984
4,4947.169723110784,815373.6000000001,26848144.63008138,51337975.93614957,3055020.0295900805
5,4947.169723110784,815373.5999999999,30294192.63734201,51882887.1319529,3106910.6985721323
6,5115.431671722922,815373.5999999999,33535008.88993137,52139702.234820396,3138314.453734027
7,5467.924430806658,815373.6000000001,36500462.91997878,52520808.56314514,3171278.77328032
8,5467.924430806657,815373.6000000002,39149056.48679481,52945394.18202983,3211502.6126250545
9,5467.924430806661,815373.5999999999,41447524.17906393,53385688.48355577,3252683.26525108
10,5467.924430806657,815373.6,43484996.5108748,53815925.321796,3291499.880127336
