period,oha,ohv,ogs,ocp,ocf
1,3838.8169481255172,643716.0,17261496.831421707,49888120.77634832,3127180.8600926194
2,3646.876100719241,611530.2000000002,20534351.21295273,50120414.903464995,3021173.11984989
3,3646.876100719241,611530.2000000001,24118285.351859808,50672900.92381426,3019248.2710416573
4,3646.8761007192397,611530.2000000002,27886959.986179046,51473577.360238396,3075532.7424125485
5,3646.87610071924,611530.2000000002,31597690.911611848,52062708.42249939,3132408.7520050853
6,3646.8761007192397,611530.2000000002,35105276.34190405,52368023.77765512,3168157.8899605135
7,4030.757795531794,611530.2000000001,38331320.89528286,52769599.402871385,3205708.830382273
8,4030.7577955317925,611530.2000000003,41230411.42401152,53211854.010377444,3249649.200697415
9,4030.757795531792,611530.2000000001,43772420.72524426,53672194.63510952,3293185.815273196
10,4030.757795531793,611530.2000000001,46042808.43996792,54134568.39487888,3334584.499620778
