period,oha,ohv,ogs,ocp,ocf
1,3160.147925977747,536430.0000000001,17387715.654951114,49901919.68431567,3135985.9247192102
2,3002.1405296788625,509608.5000000003,20786418.511028778,50149434.38895693,3028920.1636962937
3,3002.1405296788607,509608.50000000006,24500576.002073444,50716324.89491529,3027631.7754940703
4,3002.140529678861,509608.5000000003,28399528.28008289,51534804.0634358,3085663.4086069153
5,3002.1405296788607,509608.5000000002,32241285.416834798,52146312.4378041,3145014.7083963617
6,3002.1405296788607,509608.50000000023,35880617.9121268,52475538.77731319,3182693.50870839
7,3318.1553222766347,509608.50000000006,39234775.284469165,52888625.35907597,3222886.2513444847
8,3318.1553222766343,509608.50000000035,42259162.43102689,53340045.587424874,3268667.5186325614
9,3318.1553222766343,509608.5000000002,44922263.40839447,53812795.224912345,3313217.331087725
10,3318.155322276635,509608.5,47311213.91053684,54287591.44756989,3355806.8365385635
