period,oha,ohv,ogs,ocp,ocf
1,5914.84168706824,965574.0,16882840.36083347,49851256.545349516,3100638.829166446
2,5619.099602714824,917295.2999999995,19774583.78818004,50031083.49128176,2996404.2566809417
3,5619.099602714825,917295.2999999998,22957444.113668036,50522204.45951591,2992595.252259374
4,5619.099602714825,917295.3000000005,26322476.448876575,51262933.93577412,3043623.353536941
5,5619.099602714823,917295.2999999996,29629387.486220445,51783940.49503045,3093345.515366537
6,6004.916160224874,917295.2999999998,32732690.477403764,52020569.65488463,3121522.103958746
7,6210.583771421651,917295.3000000002,35561905.482254595,52392543.21698572,3153311.2127018706
8,6210.583771421652,917295.2999999998,38078755.500380866,52803506.9738234,3192129.5774001023
9,6210.583771421651,917295.2999999996,40252584.833248965,53230077.892896354,3231872.462453242
10,6210.5837714216495,917295.3,42168352.096091464,53645869.94975726,3268443.652798752
