period,oha,ohv,ogs,ocp,ocf
1,1171.28604961614,214572.00000000003,17766372.12553935,49927197.35641695,3159178.1873689573
2,1112.721747135333,203843.40000000002,21537732.28857479,50198956.672988825,3049243.420032094
3,1112.721747135333,203843.40000000002,25639977.99341354,50816411.52109281,3051802.9892393295
4,1112.7217471353326,203843.39999999997,29936655.499806613,51696852.83228946,3115686.7609744165
5,1112.7217471353326,203843.40000000005,34179529.08483458,52380486.52486496,3182339.0855754693
6,1112.721747135333,203843.40000000008,38216479.95725871,52781397.02969413,3227026.8747979067
7,1229.850352096947,203843.40000000008,41956173.08779806,53228224.99035255,3274497.5330302278
8,1229.850352096947,203843.40000000008,45352212.30263486,53713056.09648723,3324436.034945359
9,1229.8503520969466,203843.40000000005,48375708.775279745,54220300.21853381,3371976.524974204
10,1229.8503520969473,203843.40000000002,51102701.291511305,54728889.79327591,3417178.3062051274
