period,oha,ohv,ogs,ocp,ocf
1,1823.7578280449654,321858.0,17640153.30200994,49921801.65094363,3152068.7939487793
2,1732.5699366427168,305765.10000000015,21288168.413865156,50185504.36804979,3042774.0178465233
3,1732.5699366427168,305765.10000000003,25261710.008344583,50786914.90210398,3044160.839394281
4,1732.5699366427173,305765.10000000003,29428073.38629698,51646412.07593357,3105891.689959989
5,1732.5699366427175,305765.10000000003,33540408.422212686,52306391.52317252,3170046.374541575
6,1732.5699366427173,305765.1000000001,37447736.71573753,52687180.59992299,3212190.30854022
7,1914.9457194472138,305765.10000000003,41062342.843706325,53121780.6532199,3257292.5023261714
8,1914.9457194472134,305765.1,44335261.09549989,53591415.12385996,3306166.2832069886
9,1914.9457194472132,305765.1000000001,47239666.48538123,54083781.97490084,3352666.571309514
10,1914.9457194472138,305765.1000000001,49855465.52633003,54583647.67203674,3396506.367159628
