period,oha,ohv,ogs,ocp,ocf
1,526.5593901218376,107286.00000000001,17892590.94906876,49925840.98136181,3165075.380857539
2,500.2314206157457,101921.69999999995,21787764.66436864,50206059.09023009,3055190.947145787
3,500.23142061574566,101921.7,26019632.031523183,50841409.014107846,3059258.8708025464
4,500.23142061574566,101921.7,30448612.274498135,51744548.07300873,3125652.042400901
5,500.2314206157456,101921.7,34824752.04565752,52454551.681509264,3194690.5570286796
6,500.23142061574566,101921.7,38991155.450590804,52870005.14952378,3242204.201764241
7,552.8873596279294,101921.69999999998,42857723.85775196,53330108.02794021,3291529.146869496
8,552.8873596279295,101921.7,46376523.49999695,53830521.85721865,3342439.060473929
9,552.8873596279295,101921.69999999997,49516902.12101509,54353529.78192883,3391294.510913471
10,552.8873596279294,101921.69999999998,52349170.40319574,54871751.527399406,3437554.1548041073
